gender,estimated_age,color_of_scales,color_of_eyes,color_of_wings,est_body_length,shape_of_snout,shape_of_teeth,scales_present,scale_texture,body_texture,snout_length,shape_of_body,wingspan,number_of_limbs,facial_spikes,frilled,length_of_horns,shape_of_horns,shape_of_tail,loc_of_sighting,aggressiveness,flight_speed,is_venomous,breathing_fire_observed,observed_by,year_observed,species
female,adult,grey,yellow,grey,18.95998267373246,long,spiked,partial,rough,partially scaled,2.3819338796329403,lithe,39.768358812570064,2,no,no,long,spiny,pointed,Ukraine,6,46.9155534048523,no,yes,AB,2014,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.993721945315181,long,spiked,partial,rough,partially scaled,0.5755531485872563,lithe,8.546207718987052,2,no,no,long,spiny,pointed,Romania,5,56.00884393700153,no,no,NK,2005,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.485903972496503,long,spiked,partial,rough,partially scaled,0.7099921519520436,lithe,8.753360542750766,2,no,no,long,spiny,pointed,Ukraine,6,54.04533328775817,no,no,AB,2010,Ukrainian Ironbelly
female,elder,grey,red,grey,61.71023071184496,long,spiked,partial,rough,partially scaled,3.769087456826827,lithe,107.80496671169804,2,no,no,long,spiny,pointed,Romania,5,49.44576785578215,no,no,KN,2021,Ukrainian Ironbelly
male,elder,grey,yellow,grey,32.380184588816284,long,spiked,partial,rough,partially scaled,4.148767041708034,lithe,86.36105140925521,2,no,no,long,spiny,pointed,Hungary,5,48.04814767203584,no,no,NR,1982,Ukrainian Ironbelly
female,adult,grey,red,grey,23.995105779822495,long,spiked,partial,rough,partially scaled,2.374352114611504,lithe,36.770423966414505,2,no,no,long,spiny,pointed,Ukraine,6,47.66117075865224,no,yes,TX,1985,Ukrainian Ironbelly
female,adult,grey,yellow,grey,18.502940444677932,long,spiked,partial,rough,partially scaled,2.615237094378194,lithe,41.214230927925,2,no,no,long,spiny,pointed,Ukraine,5,49.83673177557433,no,no,CT,2017,Ukrainian Ironbelly
female,adult,grey,red,grey,16.310592095815544,long,spiked,partial,rough,partially scaled,2.386880373106513,lithe,33.50473256509017,2,no,no,long,spiny,pointed,Hungary,5,46.516795992878684,no,no,BB,1983,Ukrainian Ironbelly
female,elder,grey,yellow,grey,59.91848664945705,long,spiked,partial,rough,partially scaled,3.772407586477293,lithe,81.3941354780296,2,no,no,long,spiny,pointed,Romania,7,46.44618818835821,no,no,SR,2002,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.0750387875836385,long,spiked,partial,rough,partially scaled,0.5346913693487327,lithe,8.78210199491305,2,no,no,long,spiny,pointed,Hungary,7,54.90191085747639,no,no,NR,1983,Ukrainian Ironbelly
female,elder,grey,red,grey,60.92527403440987,long,spiked,partial,rough,partially scaled,3.690606252682984,lithe,94.9777485664419,2,no,no,long,spiny,pointed,Romania,6,46.15932428946634,no,no,NR,1999,Ukrainian Ironbelly
male,elder,grey,yellow,grey,31.611777119318084,long,spiked,partial,rough,partially scaled,3.5784879614065077,lithe,68.72606830394557,2,no,no,long,spiny,pointed,Romania,5,48.5037352143127,no,no,SX,1981,Ukrainian Ironbelly
male,adult,grey,red,grey,13.45943941738933,long,spiked,partial,rough,partially scaled,1.2994651843990854,lithe,41.09023179395482,2,no,no,long,spiny,pointed,Hungary,5,46.49192329417389,no,no,TR,2015,Ukrainian Ironbelly
male,elder,grey,red,grey,30.599431293631618,long,spiked,partial,rough,partially scaled,4.812539321276757,lithe,69.27933203222513,2,no,no,long,spiny,pointed,Romania,6,46.04400244792634,no,no,LM,1995,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.229914835803405,long,spiked,partial,rough,partially scaled,0.5884251998139843,lithe,9.61414565839628,2,no,no,long,spiny,pointed,Hungary,5,55.874705266660655,no,no,KN,1976,Ukrainian Ironbelly
female,adult,grey,red,grey,17.309129012049493,long,spiked,partial,rough,partially scaled,2.613309853413609,lithe,30.412621784625237,2,no,no,long,spiny,pointed,Romania,5,47.41800228782986,no,no,NN,2013,Ukrainian Ironbelly
male,elder,grey,yellow,grey,54.67950309867801,long,spiked,partial,rough,partially scaled,3.189188048370439,lithe,61.16378793947654,2,no,no,long,spiny,pointed,Romania,7,46.03421448841606,no,no,FF,1995,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.098665744127821,long,spiked,partial,rough,partially scaled,0.654781799609095,lithe,8.995725020415277,2,no,no,long,spiny,pointed,Hungary,5,58.57687275800188,no,no,KN,1999,Ukrainian Ironbelly
female,adult,grey,yellow,grey,17.10879185129534,long,spiked,partial,rough,partially scaled,2.0961492997055986,lithe,40.5851672423461,2,no,no,long,spiny,pointed,Ukraine,6,49.535955806612584,no,no,BR,2014,Ukrainian Ironbelly
female,adult,grey,red,grey,19.752045371646826,long,spiked,partial,rough,partially scaled,2.3651834536881866,lithe,38.93289632774853,2,no,no,long,spiny,pointed,Ukraine,7,49.838244953776304,no,no,NK,2001,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.730800904385988,long,spiked,partial,rough,partially scaled,0.829482587595246,lithe,9.992406986950401,2,no,no,long,spiny,pointed,Romania,7,59.95817606068667,no,no,NK,2001,Ukrainian Ironbelly
male,elder,grey,yellow,grey,46.800095475742026,long,spiked,partial,rough,partially scaled,4.948675806458441,lithe,62.19532703457439,2,no,no,long,spiny,pointed,Ukraine,5,49.34131595017035,no,no,OH,2000,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.848106366035243,long,spiked,partial,rough,partially scaled,0.9123636182176462,lithe,8.30070593514384,2,no,no,long,spiny,pointed,Ukraine,5,50.83603231087688,no,no,VM,2023,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.017884268687734,long,spiked,partial,rough,partially scaled,0.823077089351467,lithe,8.770776833862499,2,no,no,long,spiny,pointed,Romania,7,55.46176473045486,no,no,LM,1987,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.8697352820370226,long,spiked,partial,rough,partially scaled,0.951454378449266,lithe,9.244381987610943,2,no,no,long,spiny,pointed,Ukraine,7,57.81293288509967,no,no,BR,1994,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.3303662281988,long,spiked,partial,rough,partially scaled,0.9524269385573306,lithe,8.724831829313878,2,no,no,long,spiny,pointed,Hungary,5,59.709160754212384,no,no,AB,2000,Ukrainian Ironbelly
male,adult,grey,yellow,grey,14.001610528407559,long,spiked,partial,rough,partially scaled,1.4920209574188028,lithe,48.05627245004228,2,no,no,long,spiny,pointed,Romania,7,45.37212811539628,no,yes,FF,1983,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.538356793388342,long,spiked,partial,rough,partially scaled,0.861557691626021,lithe,8.986345401503039,2,no,no,long,spiny,pointed,Hungary,6,59.01681707379116,no,no,U,1984,Ukrainian Ironbelly
female,adult,grey,red,grey,23.806824495759823,long,spiked,partial,rough,partially scaled,2.3946754359575078,lithe,35.1488202984162,2,no,no,long,spiny,pointed,Romania,7,45.17617252888159,no,yes,BR,1990,Ukrainian Ironbelly
female,adult,grey,yellow,grey,18.58482989792038,long,spiked,partial,rough,partially scaled,2.696974416364001,lithe,42.675429327636536,2,no,no,long,spiny,pointed,Hungary,7,47.720129557296104,no,yes,SX,2009,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.625544059579371,long,spiked,partial,rough,partially scaled,0.7684574250729239,lithe,9.191210799794977,2,no,no,long,spiny,pointed,Hungary,5,57.26055368953924,no,no,OH,2015,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.254854644505435,long,spiked,partial,rough,partially scaled,0.8297299866874818,lithe,8.582586550314321,2,no,no,long,spiny,pointed,Hungary,7,59.740884324647524,no,no,TR,1979,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.594647760656332,long,spiked,partial,rough,partially scaled,0.5729405233345659,lithe,8.711649281393361,2,no,no,long,spiny,pointed,Hungary,7,55.736410235248556,no,no,NN,2001,Ukrainian Ironbelly
male,elder,grey,yellow,grey,48.73765963185875,long,spiked,partial,rough,partially scaled,3.261265372625938,lithe,91.54681223706757,2,no,no,long,spiny,pointed,Ukraine,7,47.336336840488705,no,no,WX,1993,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.08227485033739,long,spiked,partial,rough,partially scaled,0.7138197288761693,lithe,9.194628537987152,2,no,no,long,spiny,pointed,Hungary,7,54.64933641771322,no,no,SX,2004,Ukrainian Ironbelly
female,adult,grey,yellow,grey,19.76102481787121,long,spiked,partial,rough,partially scaled,2.533790332150572,lithe,45.37384151604158,2,no,no,long,spiny,pointed,Ukraine,7,45.538810487052416,no,yes,SX,1983,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.370456905868883,long,spiked,partial,rough,partially scaled,0.787057322101959,lithe,8.235029390183223,2,no,no,long,spiny,pointed,Hungary,5,55.71858129641295,no,no,VM,1991,Ukrainian Ironbelly
female,adult,grey,yellow,grey,22.380662667772032,long,spiked,partial,rough,partially scaled,2.909587174375411,lithe,42.36094375403457,2,no,no,long,spiny,pointed,Hungary,7,46.85912404406381,no,yes,U,1984,Ukrainian Ironbelly
female,elder,grey,yellow,grey,60.36035296055968,long,spiked,partial,rough,partially scaled,3.6330919775613726,lithe,93.50029643274476,2,no,no,long,spiny,pointed,Hungary,6,48.80216806597605,no,no,U,1990,Ukrainian Ironbelly
female,adult,grey,yellow,grey,22.206046300751716,long,spiked,partial,rough,partially scaled,2.011581196481016,lithe,32.11526017130588,2,no,no,long,spiny,pointed,Ukraine,5,49.81559519755194,no,no,BR,1988,Ukrainian Ironbelly
female,adult,grey,red,grey,21.294168831342205,long,spiked,partial,rough,partially scaled,2.288052806282765,lithe,35.391543948740775,2,no,no,long,spiny,pointed,Ukraine,5,48.08828066985208,no,yes,TR,2005,Ukrainian Ironbelly
female,elder,grey,red,grey,42.160529396724144,long,spiked,partial,rough,partially scaled,3.170969513010133,lithe,93.4809955498593,2,no,no,long,spiny,pointed,Romania,7,47.97244028908675,no,no,NK,1979,Ukrainian Ironbelly
male,adult,grey,red,grey,13.984484475256117,long,spiked,partial,rough,partially scaled,1.9444255465938665,lithe,47.45409040977226,2,no,no,long,spiny,pointed,Ukraine,5,48.126859918350014,no,yes,CT,1991,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.071898716391643,long,spiked,partial,rough,partially scaled,0.9169830629427571,lithe,9.052810407939564,2,no,no,long,spiny,pointed,Ukraine,6,57.16622752229277,no,no,NK,1977,Ukrainian Ironbelly
female,elder,grey,red,grey,52.61807587655305,long,spiked,partial,rough,partially scaled,3.8156463602968635,lithe,99.81640603056708,2,no,no,long,spiny,pointed,Romania,7,49.26318684768104,no,no,SX,1988,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.635909702136659,long,spiked,partial,rough,partially scaled,0.794404182724949,lithe,8.407184791810973,2,no,no,long,spiny,pointed,Romania,6,53.328642066400676,no,no,BR,2018,Ukrainian Ironbelly
female,adult,grey,red,grey,18.528879584422636,long,spiked,partial,rough,partially scaled,2.886997847733674,lithe,49.65842873986105,2,no,no,long,spiny,pointed,Ukraine,5,45.01504629091153,no,yes,BB,2000,Ukrainian Ironbelly
female,elder,grey,yellow,grey,58.27805059357205,long,spiked,partial,rough,partially scaled,3.0310587628282724,lithe,101.71252258874571,2,no,no,long,spiny,pointed,Hungary,6,47.995429052328184,no,no,BB,1979,Ukrainian Ironbelly
female,elder,grey,yellow,grey,54.38200579738684,long,spiked,partial,rough,partially scaled,3.1635120486752113,lithe,98.37960536402082,2,no,no,long,spiny,pointed,Hungary,5,47.91520247814287,no,no,LM,1977,Ukrainian Ironbelly
female,elder,grey,red,grey,47.86465979663292,long,spiked,partial,rough,partially scaled,3.787398947448136,lithe,97.03020557869709,2,no,no,long,spiny,pointed,Romania,5,48.25806688047689,no,no,SR,1984,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.636551279238233,long,spiked,partial,rough,partially scaled,0.8129574052398341,lithe,9.386862097322608,2,no,no,long,spiny,pointed,Hungary,6,57.40557630553809,no,no,SX,2015,Ukrainian Ironbelly
male,elder,grey,red,grey,46.569196020359705,long,spiked,partial,rough,partially scaled,3.2487869441489945,lithe,76.85061400603304,2,no,no,long,spiny,pointed,Romania,7,47.88550575558412,no,no,OK,2021,Ukrainian Ironbelly
female,adult,grey,yellow,grey,24.086765074562315,long,spiked,partial,rough,partially scaled,2.7363558365860445,lithe,30.93180311836807,2,no,no,long,spiny,pointed,Ukraine,5,45.69176951138618,no,no,SX,2021,Ukrainian Ironbelly
female,adult,grey,yellow,grey,15.98505918702411,long,spiked,partial,rough,partially scaled,2.407578271997334,lithe,35.414707418917814,2,no,no,long,spiny,pointed,Romania,7,48.545377404151075,no,no,NR,1993,Ukrainian Ironbelly
female,elder,grey,yellow,grey,47.962253877394495,long,spiked,partial,rough,partially scaled,3.731230682522827,lithe,100.30957537469885,2,no,no,long,spiny,pointed,Romania,6,49.179362089882574,no,no,KN,2009,Ukrainian Ironbelly
female,elder,grey,yellow,grey,57.11665166918962,long,spiked,partial,rough,partially scaled,3.4953601192280495,lithe,94.12993858150818,2,no,no,long,spiny,pointed,Ukraine,6,47.10649736521581,no,no,KN,1991,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.9181238423152625,long,spiked,partial,rough,partially scaled,0.8740387346471662,lithe,9.9498083498409,2,no,no,long,spiny,pointed,Ukraine,7,51.6026737807929,no,no,NN,1990,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.9799410686100085,long,spiked,partial,rough,partially scaled,0.898567522040775,lithe,8.50127203627427,2,no,no,long,spiny,pointed,Romania,7,53.25345908843933,no,no,KN,1983,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.6869261276193015,long,spiked,partial,rough,partially scaled,0.9976818461085782,lithe,8.314760105364611,2,no,no,long,spiny,pointed,Romania,6,51.52513939033868,no,no,AB,1986,Ukrainian Ironbelly
male,adult,grey,red,grey,17.205611938421868,long,spiked,partial,rough,partially scaled,1.9997192860208048,lithe,43.98902099254816,2,no,no,long,spiny,pointed,Ukraine,7,45.779615472859454,no,no,FF,1995,Ukrainian Ironbelly
female,adult,grey,yellow,grey,16.685389089004715,long,spiked,partial,rough,partially scaled,2.0693437578896012,lithe,37.15713467401632,2,no,no,long,spiny,pointed,Romania,5,48.64396200045224,no,no,NR,1975,Ukrainian Ironbelly
male,elder,grey,red,grey,51.23065301598052,long,spiked,partial,rough,partially scaled,3.3523490142785075,lithe,69.6078351088854,2,no,no,long,spiny,pointed,Ukraine,6,47.058702482294635,no,no,NN,2005,Ukrainian Ironbelly
male,elder,grey,yellow,grey,45.400905887255696,long,spiked,partial,rough,partially scaled,3.8654750336358195,lithe,72.69765070987368,2,no,no,long,spiny,pointed,Romania,6,46.1826407256198,no,no,LM,2018,Ukrainian Ironbelly
male,adult,grey,yellow,grey,19.55970857717597,long,spiked,partial,rough,partially scaled,1.1708371528219423,lithe,45.40301246450584,2,no,no,long,spiny,pointed,Ukraine,6,47.523639243920414,no,no,KN,1989,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.9995769556297756,long,spiked,partial,rough,partially scaled,0.5836366118924736,lithe,9.029674767762787,2,no,no,long,spiny,pointed,Ukraine,7,55.34870826577501,no,no,VM,1989,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.318472577328248,long,spiked,partial,rough,partially scaled,0.5361718338236783,lithe,8.015228138469345,2,no,no,long,spiny,pointed,Romania,7,51.59493289437869,no,no,BB,2002,Ukrainian Ironbelly
female,elder,grey,red,grey,55.83330614565064,long,spiked,partial,rough,partially scaled,3.962831361796831,lithe,96.77280847957,2,no,no,long,spiny,pointed,Romania,5,46.95316273694257,no,no,AB,2018,Ukrainian Ironbelly
male,adult,grey,red,grey,17.886811830919555,long,spiked,partial,rough,partially scaled,1.796807356914666,lithe,41.4116397903253,2,no,no,long,spiny,pointed,Romania,6,49.78590581462329,no,yes,NN,1980,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.232386415960391,long,spiked,partial,rough,partially scaled,0.9168898725307527,lithe,8.39559945395412,2,no,no,long,spiny,pointed,Romania,7,54.273343064587465,no,no,TR,2002,Ukrainian Ironbelly
female,elder,grey,red,grey,44.777852832848815,long,spiked,partial,rough,partially scaled,3.7938044346099193,lithe,95.83013821114801,2,no,no,long,spiny,pointed,Ukraine,6,49.676597801019845,no,no,AB,1998,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.906577651920676,long,spiked,partial,rough,partially scaled,0.6563697488485978,lithe,8.620259597553723,2,no,no,long,spiny,pointed,Romania,7,57.30320144455605,no,no,CT,2006,Ukrainian Ironbelly
female,adult,grey,red,grey,21.419578168420905,long,spiked,partial,rough,partially scaled,2.90469011468633,lithe,38.328210213432335,2,no,no,long,spiny,pointed,Romania,6,46.05492707284047,no,no,TR,1975,Ukrainian Ironbelly
male,adult,grey,red,grey,13.99882411124915,long,spiked,partial,rough,partially scaled,1.6185167859357081,lithe,48.06026865445917,2,no,no,long,spiny,pointed,Romania,5,46.4578921432553,no,no,AB,2017,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.010322368657288,long,spiked,partial,rough,partially scaled,0.680581855640356,lithe,8.159846987232653,2,no,no,long,spiny,pointed,Romania,7,57.978821167728896,no,no,TR,1976,Ukrainian Ironbelly
female,elder,grey,red,grey,46.01616154369533,long,spiked,partial,rough,partially scaled,3.7037053082991305,lithe,105.49291277466432,2,no,no,long,spiny,pointed,Ukraine,5,49.70599695174341,no,no,NR,2015,Ukrainian Ironbelly
male,adult,grey,yellow,grey,17.430798485537117,long,spiked,partial,rough,partially scaled,1.8096576615596063,lithe,46.93053718350418,2,no,no,long,spiny,pointed,Ukraine,5,45.35073103500676,no,no,TX,2016,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.689775691264221,long,spiked,partial,rough,partially scaled,0.6139830396334947,lithe,8.052551565481865,2,no,no,long,spiny,pointed,Ukraine,6,59.664750336066895,no,no,WX,1980,Ukrainian Ironbelly
female,adult,grey,red,grey,15.877841635570798,long,spiked,partial,rough,partially scaled,2.077034157460377,lithe,46.994196016609166,2,no,no,long,spiny,pointed,Hungary,6,47.6948950712581,no,yes,NK,2003,Ukrainian Ironbelly
female,adult,grey,yellow,grey,21.127430760950308,long,spiked,partial,rough,partially scaled,2.710818832322209,lithe,37.833164375959136,2,no,no,long,spiny,pointed,Romania,5,47.295654878322324,no,yes,TR,2021,Ukrainian Ironbelly
male,elder,grey,yellow,grey,37.334519019277124,long,spiked,partial,rough,partially scaled,3.080276950622061,lithe,73.78906123244617,2,no,no,long,spiny,pointed,Hungary,5,47.084499495537926,no,no,NK,1995,Ukrainian Ironbelly
female,elder,grey,yellow,grey,42.96742336812248,long,spiked,partial,rough,partially scaled,3.866760437139793,lithe,91.03335893596105,2,no,no,long,spiny,pointed,Ukraine,6,46.794445420219105,no,no,AB,1998,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.950161996329564,long,spiked,partial,rough,partially scaled,0.6759060191827948,lithe,9.659032517666246,2,no,no,long,spiny,pointed,Ukraine,5,54.256612765881414,no,no,LM,1992,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.798416920420538,long,spiked,partial,rough,partially scaled,0.8198697034050393,lithe,8.480737193910944,2,no,no,long,spiny,pointed,Romania,7,55.49873219988362,no,no,AB,2007,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.5844289807948435,long,spiked,partial,rough,partially scaled,0.9851780131403021,lithe,8.13497726388112,2,no,no,long,spiny,pointed,Ukraine,5,59.93383361587567,no,no,CT,1987,Ukrainian Ironbelly
male,adult,grey,red,grey,11.885783603628768,long,spiked,partial,rough,partially scaled,1.7695291669438828,lithe,48.672974743300124,2,no,no,long,spiny,pointed,Hungary,6,49.22462437926681,no,no,CT,2023,Ukrainian Ironbelly
female,elder,grey,yellow,grey,41.61750255639643,long,spiked,partial,rough,partially scaled,3.713408501932237,lithe,95.43598018348874,2,no,no,long,spiny,pointed,Romania,5,49.11830428650268,no,no,FF,1992,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.566061944044298,long,spiked,partial,rough,partially scaled,0.656053195094902,lithe,9.369269080354444,2,no,no,long,spiny,pointed,Ukraine,7,51.76576360536773,no,no,VM,2013,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.0984194488657675,long,spiked,partial,rough,partially scaled,0.8216663941605016,lithe,8.748151489007798,2,no,no,long,spiny,pointed,Hungary,6,53.4944530854132,no,no,CT,1981,Ukrainian Ironbelly
female,elder,grey,red,grey,48.32851192398719,long,spiked,partial,rough,partially scaled,3.590663013423635,lithe,93.92607794395049,2,no,no,long,spiny,pointed,Ukraine,6,45.40580032453881,no,no,BB,1984,Ukrainian Ironbelly
female,elder,grey,yellow,grey,42.295149569912645,long,spiked,partial,rough,partially scaled,3.5880900279702255,lithe,85.64448010284757,2,no,no,long,spiny,pointed,Hungary,5,45.20888094215057,no,no,OK,2011,Ukrainian Ironbelly
female,adult,grey,yellow,grey,18.302674179445077,long,spiked,partial,rough,partially scaled,2.0864089092420963,lithe,34.88634947890671,2,no,no,long,spiny,pointed,Romania,6,46.413677431011195,no,no,CT,2001,Ukrainian Ironbelly
female,adult,grey,red,grey,17.57036190332083,long,spiked,partial,rough,partially scaled,2.371647089544484,lithe,37.59729889427654,2,no,no,long,spiny,pointed,Ukraine,5,48.50849187296152,no,yes,CT,1986,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.8109910384678525,long,spiked,partial,rough,partially scaled,0.6218877581651056,lithe,9.97108728756569,2,no,no,long,spiny,pointed,Hungary,5,53.96949358994986,no,no,SX,1996,Ukrainian Ironbelly
male,adult,grey,yellow,grey,12.92101922424174,long,spiked,partial,rough,partially scaled,1.8121870319506561,lithe,44.93765667213404,2,no,no,long,spiny,pointed,Romania,6,49.71883039021739,no,no,WX,2018,Ukrainian Ironbelly
male,adult,grey,red,grey,14.715796725020635,long,spiked,partial,rough,partially scaled,1.2668581211618988,lithe,49.542556906330276,2,no,no,long,spiny,pointed,Hungary,7,46.11108932421161,no,no,SX,1979,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.821917464277497,long,spiked,partial,rough,partially scaled,0.5646468916231477,lithe,9.086797541316725,2,no,no,long,spiny,pointed,Ukraine,7,54.27934064148017,no,no,U,2019,Ukrainian Ironbelly
female,adult,grey,red,grey,22.84866460882613,long,spiked,partial,rough,partially scaled,2.045506407240909,lithe,46.735375878316425,2,no,no,long,spiny,pointed,Hungary,7,49.82825352735416,no,no,AB,1991,Ukrainian Ironbelly
male,adult,grey,yellow,grey,17.076846768391746,long,spiked,partial,rough,partially scaled,1.6821399771732861,lithe,46.6969680954938,2,no,no,long,spiny,pointed,Romania,7,46.350849236231326,no,yes,OK,2017,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.142461681751567,long,spiked,partial,rough,partially scaled,0.5176870865201062,lithe,9.924456321968727,2,no,no,long,spiny,pointed,Romania,7,51.14076687188144,no,no,TX,1981,Ukrainian Ironbelly
male,elder,grey,red,grey,30.229946690544136,long,spiked,partial,rough,partially scaled,3.7137599816061417,lithe,63.40489569496656,2,no,no,long,spiny,pointed,Ukraine,6,47.003462985831554,no,no,SR,2016,Ukrainian Ironbelly
male,adult,grey,red,grey,15.947472524199584,long,spiked,partial,rough,partially scaled,1.3161008916281705,lithe,40.33533045462211,2,no,no,long,spiny,pointed,Romania,6,45.95994356939004,no,yes,AB,1986,Ukrainian Ironbelly
male,adult,grey,red,grey,16.15886139778695,long,spiked,partial,rough,partially scaled,1.34162759205604,lithe,47.65203469840189,2,no,no,long,spiny,pointed,Ukraine,7,45.441019252417405,no,yes,WX,2023,Ukrainian Ironbelly
female,adult,grey,yellow,grey,20.58813283351824,long,spiked,partial,rough,partially scaled,2.612513031139205,lithe,34.498733680180706,2,no,no,long,spiny,pointed,Ukraine,6,46.44496935504492,no,no,KN,1997,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.676995265765472,long,spiked,partial,rough,partially scaled,0.6110130815356247,lithe,8.974029116715307,2,no,no,long,spiny,pointed,Romania,6,53.21620782168298,no,no,OH,1983,Ukrainian Ironbelly
male,elder,grey,red,grey,49.620126970399646,long,spiked,partial,rough,partially scaled,4.096853520579787,lithe,81.38274138388147,2,no,no,long,spiny,pointed,Romania,7,47.02897845498407,no,no,DR,1984,Ukrainian Ironbelly
female,adult,grey,red,grey,23.03494506918051,long,spiked,partial,rough,partially scaled,2.9331967396083227,lithe,41.469170165120055,2,no,no,long,spiny,pointed,Hungary,6,49.01741709620621,no,no,OK,1994,Ukrainian Ironbelly
male,adult,grey,red,grey,13.900608896179651,long,spiked,partial,rough,partially scaled,1.95507584538283,lithe,40.60647014954283,2,no,no,long,spiny,pointed,Ukraine,5,48.48530785333422,no,yes,NK,2020,Ukrainian Ironbelly
female,adult,grey,yellow,grey,24.754738500774458,long,spiked,partial,rough,partially scaled,2.642123982164479,lithe,48.05932027509539,2,no,no,long,spiny,pointed,Hungary,5,46.124183015283585,no,yes,BB,1990,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.102935117735834,long,spiked,partial,rough,partially scaled,0.5939512992647417,lithe,9.799270422826364,2,no,no,long,spiny,pointed,Hungary,7,51.26446469704448,no,no,VM,2021,Ukrainian Ironbelly
female,adult,grey,red,grey,16.35984263742226,long,spiked,partial,rough,partially scaled,2.3871099580498916,lithe,37.6335290603067,2,no,no,long,spiny,pointed,Romania,7,48.17748159098318,no,yes,SX,1992,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.4827716611619515,long,spiked,partial,rough,partially scaled,0.5991202637652171,lithe,9.311115286109974,2,no,no,long,spiny,pointed,Romania,5,54.88725458101835,no,no,WX,2022,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.016407080234815,long,spiked,partial,rough,partially scaled,0.9259514562128094,lithe,9.285971971158885,2,no,no,long,spiny,pointed,Hungary,7,52.74241994227121,no,no,BR,2008,Ukrainian Ironbelly
female,elder,grey,red,grey,44.55292990902622,long,spiked,partial,rough,partially scaled,3.3399622202704324,lithe,102.65321245382835,2,no,no,long,spiny,pointed,Hungary,6,45.73573250824419,no,no,AB,1988,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.050341785860387,long,spiked,partial,rough,partially scaled,0.8267796859446628,lithe,8.391216667015085,2,no,no,long,spiny,pointed,Ukraine,6,54.587274693247316,no,no,U,2014,Ukrainian Ironbelly
male,adult,grey,yellow,grey,19.313880725932627,long,spiked,partial,rough,partially scaled,1.6716052218849806,lithe,47.31655965770588,2,no,no,long,spiny,pointed,Hungary,7,46.06293291116164,no,yes,SR,2021,Ukrainian Ironbelly
female,elder,grey,yellow,grey,47.88151634138873,long,spiked,partial,rough,partially scaled,3.1499671146858494,lithe,89.61044693012012,2,no,no,long,spiny,pointed,Hungary,7,49.77696502971707,no,no,AB,1986,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.6448914563186126,long,spiked,partial,rough,partially scaled,0.7571753972618223,lithe,8.64062325553181,2,no,no,long,spiny,pointed,Hungary,7,55.5771095322747,no,no,FF,2003,Ukrainian Ironbelly
female,adult,grey,red,grey,23.141213894801822,long,spiked,partial,rough,partially scaled,2.979770312171362,lithe,43.160024754754815,2,no,no,long,spiny,pointed,Hungary,5,49.00898356114603,no,no,WX,2012,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.49894178079165,long,spiked,partial,rough,partially scaled,0.7154140899127847,lithe,9.068100988775116,2,no,no,long,spiny,pointed,Romania,6,58.84869003837841,no,no,BR,2010,Ukrainian Ironbelly
